euler,RK_rtol_0.001_atol_1e-06,RK_rtol_0.0001_atol_1e-07,RK_rtol_1e-05_atol_1e-08
31.69888619168677,31.698957783582145,31.69887161391823,31.69888030104984
30.13017875447562,30.129976561469487,30.13016114563802,30.130174627607545
28.771210814977696,28.771106494101165,28.771225946917884,28.771204826772397
27.57310743063588,27.573031780712164,27.573128754239484,27.573103433220258
26.502792049875872,26.50284732737236,26.502794032027843,26.5027875339626
25.53670251417012,25.53683375525293,25.536702843991662,25.5366993534855
24.65738818972803,24.657462407927166,24.657396751540062,24.657389071542074
23.85152326812405,23.85157097058281,23.851548350613587,23.851522398369895
23.10867729012612,23.108714694003208,23.108686414852947,23.108676813667294
22.42051802935604,22.42062143158708,22.42051955877345,22.4205176744948
21.780274625027424,21.780316958161787,21.78027703390336,21.780270293247984
21.182364319178877,21.182399174127536,21.18236903099932,21.182363321234195
20.6221258566028,20.622225348187065,20.62213305837784,20.622127396825288
20.0956246123136,20.095673581352973,20.095637310543164,20.095624244714415
19.59950725907951,19.599569021358715,19.599527742637825,19.599506100825664
19.130891456082743,19.130996466210863,19.13090032995675,19.1308903790197
18.687280806484136,18.687342570502945,18.687293590043225,18.687280163915013
18.266498380865457,18.266562164799733,18.266516979212746,18.266498114637812
17.86663410413131,17.866670305672365,17.866642016796753,17.866633470568885
17.486002646037505,17.486053144182147,17.486004172733896,17.48600205063178
17.12310937492037,17.12318272904639,17.12311391521031,17.12310887097518
16.776622575405256,16.776743657235624,16.77663154859298,16.77662212709742
16.44535058551002,16.445611458594374,16.44536012442906,16.445351039438872
16.128222835804518,16.128417526790045,16.128241796763056,16.128222151566717
15.82427401210315,15.82432095350943,15.824278296320664,15.824273947998433
15.53263073966796,15.53268679682082,15.532636893617822,15.532630482014547
15.252500318874048,15.25255161333784,15.25246544714184,15.252499985158517
14.983161142038751,14.983236484606588,14.983166539308652,14.983160683400444
14.723954497266982,14.724000958358925,14.723956235642778,14.723955261727555
14.474277523842837,14.474333924535651,14.47428426323029,14.474277031841648
14.233577129304294,14.2336183726047,14.233581187273744,14.23357728638504
14.00134471407451,14.00138420394628,14.001349630964018,14.001344867069161
13.777111577737646,13.777211017920871,13.777129994892764,13.777112521265538
13.560444903483306,13.560545889083787,13.56044654985541,13.560445082716155
13.35094423520327,13.351004914697764,13.350945992913031,13.350944636716426
13.148238376192904,13.148315534626883,13.1482463710302,13.148240346889303
12.951982650134171,12.952052571732896,12.951972424828732,12.951982321833976
